epoch,learning_rate,train_loss,validation_loss,validation_mAP,lr_decay_steps
41,1.0113490511326748e-13,0.11645574150718814,0.2704775114404075,0.5472409939910707,388
42,5.688838412621296e-14,0.1174522121708774,0.2704366086766351,0.5490148256948985,388
43,3.199971607099479e-14,0.1161355285755023,0.2677028330095238,0.5476571254362932,388
44,1.7999840289934567e-14,0.11649166262964264,0.2712130030095816,0.5481808527636491,388
45,1.0124910163088195e-14,0.11619318198737902,0.2723700984168287,0.5504611604242202,388
46,5.6952619667371094e-15,0.11588309118723304,0.26870291155181175,0.5478724832399889,388
47,3.203584856289624e-15,0.11711792423786219,0.27102086891202853,0.5491386784798856,388
48,1.8020164816629135e-15,0.11616435696730291,0.2722400815468864,0.5478238567142117,388
49,1.0136342709353887e-15,0.11610094258522283,0.2704581780808753,0.548545012095573,388
50,5.701692774011563e-16,0.11602948378215683,0.26473442076824144,0.5495701048639762,388
51,3.207202185381504e-16,0.11613646000491837,0.26643974268487813,0.5477859195782837,388
52,1.8040512292770958e-16,0.11653249732586128,0.27234887295427235,0.5502594888345312,388
53,1.0147788164683665e-16,0.11615402569144281,0.27349030743707825,0.5483612562587948,388
54,5.708130842634562e-17,0.11600957028523586,0.27142035841087436,0.548357537188309,388
55,3.210823598981941e-17,0.11657842955045575,0.2709372230474602,0.5487645592312668,388
56,1.8060882744273416e-17,0.11642697892073271,0.27177949808358715,0.5498017943417326,388
57,1.0159246543653797e-17,0.11604270832370919,0.2696377776742412,0.5482477259204358,388
58,5.714576180805261e-18,0.11610614050530589,0.2680254264052811,0.5477387122799353,388
59,3.2144491017029593e-18,0.11710998392315969,0.2675803317087191,0.5496637102557436,388
60,1.8081276197079145e-18,0.11683015787379816,0.26904045684859096,0.549419973566505,388
61,1.0170717860857019e-18,0.11602587607110396,0.2698611024432571,0.5471658099435964,388
62,5.721028796732073e-19,0.1161212373335122,0.2663917170107102,0.5494047493249921,388
63,3.2180786981617914e-19,0.1161787700813773,0.2698155420822627,0.5476678588266964,388
64,1.8101692677160077e-19,0.11637994336661377,0.2685361532388373,0.5486392063273966,388
65,1.0182202130902543e-19,0.11638369518296314,0.27087576273043057,0.5498911714694479,388
66,5.72748869863268e-20,0.11633959504236645,0.2695386454749796,0.5476665028114638,388
67,3.221712392980883e-20,0.11571936980985256,0.2722151223471524,0.5496124507844803,388
68,1.8122132210517464e-20,0.11578298647981866,0.26884744932789895,0.5466654470126556,388
69,1.0193699368416075e-20,0.11610151168559639,0.2701677699463551,0.5482515665023203,388
70,5.7339558947340415e-21,0.11608488814200364,0.2672587622139295,0.5479732040478646,388
71,3.2253501907878986e-21,0.11696178775577187,0.2683141254838601,0.5470228576943883,388
72,1.814259482318193e-21,0.11597873441487924,0.26871223574670056,0.5481914288852595,388
73,1.0205209588039835e-21,0.11652205432261042,0.26666798693304933,0.5475592399621115,388
74,5.740430393272408e-22,0.11614181071247728,0.27076577831839405,0.5476732842818003,388
75,3.228992096215729e-22,0.11629285217284514,0.26551049820116834,0.5478787703401532,388
76,1.8163080541213476e-22,0.11662279585664202,0.272034756324546,0.546462724904648,388
77,1.021673280443258e-22,0.11690679689258393,0.2710695525883744,0.5476988234506373,388
78,5.746912202493326e-23,0.11660866256797954,0.2696713447493128,0.548284562650099,388
79,3.232638113902496e-23,0.11690887776717337,0.2685185075251336,0.547685929664486,388
80,1.8183589390701542e-23,0.11623535444545108,0.2734496020354217,0.5489039303514672,388
81,1.0228269032269616e-23,0.11644240560222523,0.26700530043312476,0.5467176532140906,388
82,5.753401330651659e-24,0.11666650239526788,0.26911498544574886,0.5480687714121415,388
83,3.236288248491558e-24,0.11523042968029,0.2696570811791714,0.5499233519075163,388
84,1.8204121397765013e-24,0.1162033623542548,0.2681778899169174,0.5479338746598625,388
85,1.0239818286242821e-24,0.11488869518064987,0.2676824432123324,0.5486766751210924,388
86,5.759897786011587e-25,0.1160371043893156,0.27187772962087714,0.5495387201712537,388
87,3.2399425046315175e-25,0.11641950524844574,0.2712809492981042,0.5492873689908992,388
88,1.8224676588552288e-25,0.1162954043459198,0.26777903461872143,0.5464960525655095,388
89,1.0251380581060661e-25,0.11651130761465776,0.26939446417392254,0.5482881086195365,388
90,5.766401576846622e-26,0.11646549551267496,0.2650817924182871,0.5475584599238257,388
91,3.243600886976225e-26,0.11632485834418671,0.27075874101230163,0.5478456967364761,388
92,1.8245254989241264e-26,0.11624013832238048,0.26949116209911744,0.549100148794201,388
93,1.0262955931448211e-26,0.11617855584972553,0.2681802765299725,0.5475126568853451,388
94,5.7729127114396185e-27,0.11650032829487665,0.2714295149103417,0.547570548674418,388
95,3.247263400184785e-27,0.11659677543434017,0.2711492803885804,0.549932013839838,388
96,1.8265856626039416e-27,0.11544433408342165,0.2714073231451231,0.5481592505057353,388
97,1.0274544352147175e-27,0.1165182517895366,0.2678023636950525,0.5477098276479302,388
98,5.779431198082785e-28,0.116879326100982,0.27188461033422756,0.54897877828574,388
99,3.2509300489215666e-28,0.11713719339330064,0.27028663049436324,0.5494700453062995,388
100,1.8286481525183812e-28,0.11485688773501329,0.27015836068638915,0.5472540755817057,388
