epoch,learning_rate,train_loss,validation_loss,validation_mAP,lr_decay_steps
86,5.759897786011587e-25,0.15831051227944928,0.2609138261344591,0.503715494555914,388
87,3.2399425046315175e-25,0.15802700423680177,0.2598858470702133,0.5045024023139055,388
88,1.8224676588552288e-25,0.15829760837944176,0.25888325884376606,0.50373138688972,388
89,1.0251380581060661e-25,0.15766511904142236,0.2597702692199346,0.5027158016702441,388
90,5.766401576846622e-26,0.15750644687071005,0.2599645739509377,0.5033737218684943,388
91,3.243600886976225e-26,0.15904170046905958,0.26079068737882755,0.5039622157942915,388
92,1.8245254989241264e-26,0.15737896727066536,0.2590674874119598,0.5042606402350506,388
93,1.0262955931448211e-26,0.15780348010211798,0.25923233390356315,0.5034333263211638,388
94,5.7729127114396185e-27,0.15792067659471595,0.2600812288922793,0.5041941111036131,388
95,3.247263400184785e-27,0.1590942733181743,0.25934353943289806,0.5038324223476381,388
96,1.8265856626039416e-27,0.1577519757734919,0.25779403569154385,0.5043979913388109,388
97,1.0274544352147175e-27,0.15788758710841613,0.2583841150511525,0.5056954663200711,388
98,5.779431198082785e-28,0.15765289922042608,0.2609846079478574,0.502398481702482,388
99,3.2509300489215666e-28,0.15910612580026784,0.259337273831595,0.5044804063190479,388
100,1.8286481525183812e-28,0.158082937231533,0.2606478215291582,0.5041628631343814,388
